indicador,situacion_jornada,periodo,valor
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2011-2T,12.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: No asalariados,2011-1T,10.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2025-4T,85.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2025-3T,87.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2025-2T,86.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2025-1T,84.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2024-4T,86.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2024-3T,86.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2024-2T,86.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2024-1T,85.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2023-4T,84.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2023-3T,85.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2023-2T,86.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2023-1T,84.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2022-4T,84.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2022-3T,80.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2022-2T,80.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2022-1T,82.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2021-4T,81.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2021-3T,85.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2021-2T,86.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2021-1T,84.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2020-4T,84.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2020-3T,83.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2020-2T,82.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2020-1T,86.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2019-4T,89.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2019-3T,89.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2019-2T,88.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2019-1T,86.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2018-4T,88.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2018-3T,90.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2018-2T,90.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2018-1T,90.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2017-4T,91.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2017-3T,87.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2017-2T,88.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2017-1T,87.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2016-4T,86.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2016-3T,89.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2016-2T,89.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2016-1T,90.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2015-4T,88.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2015-3T,89.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2015-2T,89.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2015-1T,91.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2014-4T,88.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2014-3T,88.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2014-2T,89.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2014-1T,89.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2013-4T,86.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2013-3T,87.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2013-2T,86.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2013-1T,86.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2012-4T,84.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2012-3T,87.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2012-2T,88.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2012-1T,89.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2011-4T,88.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2011-3T,89.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2011-2T,88.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados total,2011-1T,89.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2025-4T,61.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2025-3T,52.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2025-2T,58.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2025-1T,57.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2024-4T,59.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2024-3T,56.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2024-2T,58.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2024-1T,59.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2023-4T,56.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2023-3T,53.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2023-2T,55.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2023-1T,53.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2022-4T,54.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2022-3T,46.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2022-2T,51.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2022-1T,50.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2021-4T,50.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2021-3T,50.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2021-2T,54.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2021-1T,60.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2020-4T,58.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2020-3T,51.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2020-2T,55.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2020-1T,48.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2019-4T,48.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2019-3T,45.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2019-2T,48.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2019-1T,45.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2018-4T,46.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2018-3T,47.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2018-2T,51.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2018-1T,48.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2017-4T,50.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2017-3T,42.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2017-2T,45.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2017-1T,49.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2016-4T,49.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2016-3T,46.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2016-2T,47.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2016-1T,50.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2015-4T,46.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2015-3T,50.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2015-2T,52.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2015-1T,52.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2014-4T,51.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2014-3T,49.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2014-2T,50.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2014-1T,54.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2013-4T,53.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2013-3T,53.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2013-2T,47.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2013-1T,46.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2012-4T,47.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2012-3T,45.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2012-2T,48.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2012-1T,46.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2011-4T,46.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2011-3T,42.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2011-2T,47.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato indefinido,2011-1T,48.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2025-4T,23.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2025-3T,34.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2025-2T,28.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2025-1T,27.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2024-4T,26.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2024-3T,30.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2024-2T,27.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2024-1T,26.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2023-4T,28.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2023-3T,31.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2023-2T,31.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2023-1T,30.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2022-4T,30.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2022-3T,34.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2022-2T,28.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2022-1T,32.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2021-4T,30.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2021-3T,34.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2021-2T,31.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2021-1T,24.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2020-4T,25.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2020-3T,32.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2020-2T,27.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2020-1T,38.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2019-4T,40.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2019-3T,44.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2019-2T,39.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2019-1T,41.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2018-4T,42.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2018-3T,43.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2018-2T,39.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2018-1T,41.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2017-4T,40.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2017-3T,44.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2017-2T,42.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2017-1T,38.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2016-4T,37.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2016-3T,43.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2016-2T,41.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2016-1T,40.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2015-4T,41.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2015-3T,39.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2015-2T,36.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2015-1T,38.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2014-4T,36.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2014-3T,40.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2014-2T,39.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2014-1T,34.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2013-4T,33.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2013-3T,34.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2013-2T,38.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2013-1T,39.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2012-4T,37.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2012-3T,41.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2012-2T,39.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2012-1T,42.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2011-4T,42.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2011-3T,46.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2011-2T,40.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Situación profesional: Asalariados: Contrato temporal,2011-1T,40.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2025-4T,53.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2025-3T,61.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2025-2T,54.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2025-1T,49.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2024-4T,53.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2024-3T,66.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2024-2T,55.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2024-1T,50.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2023-4T,52.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2023-3T,66.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2023-2T,56.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2023-1T,56.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2022-4T,53.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2022-3T,64.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2022-2T,58.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2022-1T,55.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2021-4T,57.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2021-3T,62.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2021-2T,50.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2021-1T,53.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2020-4T,58.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2020-3T,61.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2020-2T,57.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2020-1T,54.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2019-4T,55.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2019-3T,63.8
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2019-2T,54.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2019-1T,49.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2018-4T,52.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2018-3T,63.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2018-2T,57.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2018-1T,53.0
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2017-4T,50.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2017-3T,61.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2017-2T,51.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2017-1T,54.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2016-4T,53.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2016-3T,60.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2016-2T,52.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2016-1T,50.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2015-4T,55.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2015-3T,63.6
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2015-2T,55.1
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2015-1T,50.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2014-4T,53.5
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2014-3T,63.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2014-2T,51.9
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2014-1T,52.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2013-4T,54.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2013-3T,66.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2013-2T,50.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2013-1T,51.3
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2012-4T,58.2
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2012-3T,65.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2012-2T,58.4
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2012-1T,52.7
EMPLEO VINCULADO AL DEPORTE: Distribución porcentual,Tipo de jornada: Tiempo completo,2011-4T,59.1
